[2025-01-02 15:17:02,099] 161 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[2025-01-02 15:17:06,396] 52 hopsworks_common.client.external - INFO - Initializing external client
[2025-01-02 15:17:06,397] 59 hopsworks_common.client.external - INFO - Base URL: https://c.app.hopsworks.ai:443
[2025-01-02 15:17:18,654] 134 hsfs.engine.python - INFO - Python Engine initialized.
[2025-01-02 15:17:26,596] 162 root - INFO - Data Transformation has started
[2025-01-02 15:17:26,617] 90 root - INFO - Data Cleaning has started
[2025-01-02 15:17:26,625] 107 root - INFO - Data Cleaning is succesfully completed
[2025-01-02 15:17:26,626] 90 root - INFO - Data Cleaning has started
[2025-01-02 15:17:26,631] 107 root - INFO - Data Cleaning is succesfully completed
[2025-01-02 15:17:26,632] 49 root - INFO - Feature engineering has started
[2025-01-02 15:17:26,654] 80 root - INFO - Features Succesfully engineered
[2025-01-02 15:17:26,655] 49 root - INFO - Feature engineering has started
[2025-01-02 15:17:26,672] 80 root - INFO - Features Succesfully engineered
[2025-01-02 15:17:27,205] 121 root - INFO - Getting Hopsworks Feature Group
[2025-01-02 15:17:27,206] 129 root - INFO - Creating Hopworks Feature Group
[2025-01-02 15:17:27,208] 136 root - INFO - Feature Group Succesfully Created
[2025-01-02 15:17:27,208] 121 root - INFO - Getting Hopsworks Feature Group
[2025-01-02 15:17:27,209] 129 root - INFO - Creating Hopworks Feature Group
[2025-01-02 15:17:27,209] 136 root - INFO - Feature Group Succesfully Created
[2025-01-02 15:18:34,434] 233 hopsworks_common.client.external - INFO - Closing external client and cleaning up certificates.
