[2024-12-31 00:50:10,348] 161 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[2024-12-31 00:50:13,666] 52 hopsworks_common.client.external - INFO - Initializing external client
[2024-12-31 00:50:13,666] 59 hopsworks_common.client.external - INFO - Base URL: https://c.app.hopsworks.ai:443
[2024-12-31 00:50:18,615] 134 hsfs.engine.python - INFO - Python Engine initialized.
[2024-12-31 00:50:20,775] 146 root - INFO - Data Transformation has started
[2024-12-31 00:50:20,816] 89 root - INFO - Data Cleaning has started
[2024-12-31 00:50:20,824] 106 root - INFO - Data Cleaning is succesfully completed
[2024-12-31 00:50:20,825] 89 root - INFO - Data Cleaning has started
[2024-12-31 00:50:20,832] 106 root - INFO - Data Cleaning is succesfully completed
[2024-12-31 00:50:20,832] 48 root - INFO - Feature engineering has started
[2024-12-31 00:50:20,851] 79 root - INFO - Features Succesfully engineered
[2024-12-31 00:50:20,851] 48 root - INFO - Feature engineering has started
[2024-12-31 00:50:20,870] 79 root - INFO - Features Succesfully engineered
[2024-12-31 00:50:21,143] 119 root - INFO - Getting Hopsworks Feature Group
[2024-12-31 00:50:21,145] 127 root - INFO - Creating Hopworks Feature Group
[2024-12-31 00:50:21,146] 134 root - INFO - Feature Group Succesfully Created
[2024-12-31 00:50:21,147] 119 root - INFO - Getting Hopsworks Feature Group
[2024-12-31 00:50:21,147] 127 root - INFO - Creating Hopworks Feature Group
[2024-12-31 00:50:21,148] 134 root - INFO - Feature Group Succesfully Created
[2024-12-31 00:51:00,746] 233 hopsworks_common.client.external - INFO - Closing external client and cleaning up certificates.
